generation,avg_child_fitness,avg_elite,avg_off,avg_mut,avg_rand,best_fit,delta_best,mean_offspring_gain,mean_mutant_gain
37,0.7744144835945731,0.7935640902381904,0.7722867495230601,0.0,0.0,0.7935640902381905,0.0,-0.021277340715131324,0.0
38,0.7765502518998272,0.7935640902381904,0.7746598254177867,0.0,0.0,0.7935640902381905,0.0,-0.018904264820404585,0.0
39,0.7768713387621813,0.7935640902381904,0.7750165885981801,0.0,0.0,0.7935640902381906,1.1102230246251565e-16,-0.018547501640011104,0.0
40,0.7698756615599937,0.7935640902381904,0.7672436139290827,0.0,0.0,0.7935640902381906,0.0,-0.02632047630910863,0.0
41,0.7671999099974065,0.7935640902381904,0.764270556637319,0.0,0.0,0.7945259291670318,0.0009618389288411633,-0.029293533600872085,0.0
42,0.7675820121224766,0.7936602741310747,0.7646844274548547,0.0,0.0,0.7945259291670318,0.0,-0.029018595073058186,0.0
43,0.771933751243996,0.7939488258097269,0.7694876318478034,0.0,0.0,0.7945259291670318,0.0,-0.02468562304532033,0.0
44,0.771279826097175,0.7945259291670317,0.7686969257560795,0.0,0.0,0.7945259291670318,0.0,-0.02582900341095222,0.0
45,0.7794076503224195,0.7945259291670317,0.7777278415619069,0.0,0.0,0.7945259291670318,0.0,-0.016798087605124915,0.0
46,0.7758148763052207,0.7945259291670317,0.7737358704316858,0.0,0.0,0.7945259291670318,0.0,-0.020790058735345725,0.0
47,0.772418419444721,0.7945259291670317,0.7699620294755748,0.0,0.0,0.7945259291670318,0.0,-0.02456389969145685,0.0
48,0.7784625540290881,0.7945259291670317,0.7766777345693162,0.0,0.0,0.7945259291670318,0.0,-0.01784819459771557,0.0
49,0.7749018720244228,0.7945259291670317,0.7727214212307995,0.0,0.0,0.7945259291670318,0.0,-0.02180450793623244,0.0
50,0.7650471393523965,0.7945259291670317,0.7617717182618814,0.0,0.0,0.7945259291670318,0.0,-0.032754210905150107,0.0
51,0.7724839743798769,0.7945259291670317,0.770034868292415,0.0,0.0,0.7945259291670318,0.0,-0.024491060874616267,0.0
52,0.7687904246402927,0.7945259291670317,0.7659309241373214,0.0,0.0,0.7945259291670318,0.0,-0.02859500502971029,0.0
53,0.7723298821937088,0.7945259291670317,0.7698636547522281,0.0,0.0,0.7945259291670318,0.0,-0.024662274414803568,0.0
54,0.7709477500667055,0.7945259291670317,0.7683279523888911,0.0,0.0,0.7945259291670318,0.0,-0.026197976778140564,0.0
55,0.7719959564752231,0.7945259291670317,0.7694926261761329,0.0,0.0,0.7945259291670318,0.0,-0.02503330299089874,0.0
56,0.7751506698064048,0.7945259291670317,0.7729978632107793,0.0,0.0,0.7945259291670318,0.0,-0.0215280659562523,0.0
57,0.771400437160773,0.7945259291670317,0.768830938048966,0.0,0.0,0.7945259291670318,0.0,-0.02569499111806575,0.0
58,0.7730831135724792,0.7945259291670317,0.7707005785064175,0.0,0.0,0.7945259291670318,0.0,-0.023825350660614107,0.0
59,0.774681895573164,0.7945259291670317,0.772477002951623,0.0,0.0,0.7945259291670318,0.0,-0.022048926215408722,0.0
60,0.7752888491166415,0.7945259291670317,0.7731513957777089,0.0,0.0,0.7945259291670318,0.0,-0.0213745333893226,0.0
61,0.7699596685407186,0.7945259291670317,0.7672300840266837,0.0,0.0,0.7945259291670318,0.0,-0.027295845140347715,0.0
